port_name,country,latitude,longitude,port_size,water_body,shelter,max_vessel_size
Kagoshima Ko,Japan,31.583333,130.566667,Medium,East China Sea; North Pacific Ocean,Good,0.0
Beppu,Japan,33.316667,131.516667,Very Small,Korea Strait; North Pacific Ocean,Fair,0.0
Kanda,Japan,33.783333,131.016667,Very Small,Korea Strait; North Pacific Ocean,Good,0.0
Niihama,Japan,33.983333,133.283333,Small,Sea of Japan; North Pacific Ocean,Fair,0.0
Muturezima Ko,Japan,33.966667,130.866667,Small,Korea Strait; North Pacific Ocean,Poor,0.0
Habu Ko,Japan,34.283333,133.183333,Very Small,Sea of Japan; North Pacific Ocean,Fair,0.0
Hibi Ko,Japan,34.45,133.933333,Very Small,Sea of Japan; North Pacific Ocean,Fair,0.0
Aioi,Japan,34.783333,134.466667,Very Small,Sea of Japan; North Pacific Ocean,Fair,0.0
Himeji,Japan,34.75,134.633333,Medium,Sea of Japan; North Pacific Ocean,Fair,0.0
Kobe,Japan,34.65,135.183333,Large,Sea of Japan; North Pacific Ocean,Good,0.0
Iloilo,Philippines,10.7,122.583333,Very Small,Philippine inland seas; North Pacific Ocean,Good,0.0
Cebu,Philippines,10.3,123.9,Large,Philippine inland seas; North Pacific Ocean,Excellent,0.0
Kisarazu Ko,Japan,35.366667,139.883333,Very Small,North Pacific Ocean,Fair,0.0
Lawi Lawi Oil Terminal,Indonesia,-1.45,116.766667,Small,Makassar Strait; South Pacific Ocean,Poor,0.0
Lutong,Malaysia,4.466667,114.0,Small,South China Sea; North Pacific Ocean,Fair,0.0
Al Rayyan Terminal,Qatar,26.65,51.55,Very Small,Persian Gulf; Indian Ocean,,0.0
As Suways,Egypt,29.966667,32.55,Large,Gulf of Suez; Red Sea; Indian Ocean,Good,0.0
Dar Es Salaam,Tanzania,-6.816667,39.3,Medium,Indian Ocean,Excellent,0.0
Mtwara,Tanzania,-10.266667,40.2,Very Small,Indian Ocean,Good,0.0
Beira,Mozambique,-19.833333,34.833333,Medium,Mozambique Channel; Indian Ocean,Good,0.0
Maputo,Mozambique,-25.962777778,32.544722222,Medium,Indian Ocean,Excellent,0.0
Durban,South Africa,-29.866667,31.066667,Large,Indian Ocean,Excellent,350.0
East London,South Africa,-33.033333,27.916667,Small,Indian Ocean,Excellent,0.0
Oran,Algeria,35.7,-0.633333,Large,Mediterranean Sea; North Atlantic Ocean,Excellent,0.0
Bejaia,Algeria,36.75,5.083333,Small,Mediterranean Sea; North Atlantic Ocean,Good,0.0
Izmir,Turkey,38.433333,27.133333,Large,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Jakarta,Indonesia,-6.1,106.883333,Large,Java Sea; South Pacific Ocean,Excellent,0.0
Belawan,Indonesia,3.783333,98.683333,Medium,Strait of Malacca; Indian Ocean,Good,0.0
Durres,Albania,41.316667,19.45,Small,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Bar,Montenegro,42.083333,19.083333,Small,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Kotor,Montenegro,42.416667,18.766667,Very Small,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Bakar,Croatia,45.3,14.533333,Small,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Brindisi,Italy,40.65,17.983333,Large,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Gallipoli,Italy,40.06,17.984,Medium,Golfo di Taranto; Mediterranean Sea; North Atlantic Ocean,Excellent,0.0
Milazzo,Italy,38.216667,15.25,Medium,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,Excellent,0.0
Bagnoli,Italy,40.81,14.158,Small,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,Poor,0.0
La Spezia,Italy,44.1,9.833333,Large,Ligurian Sea; Mediterranean Sea; North Atlantic Ocean,Good,0.0
Genova,Italy,44.398,8.922,Large,Ligurian Sea; Mediterranean Sea; North Atlantic Ocean,Excellent,0.0
L'ile Rousse,France,42.633333,8.933333,Very Small,Ligurian Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Marseille,France,43.316667,5.366667,Small,Gulf of Lion; Mediterranean Sea; North Atlantic Ocean,Excellent,0.0
Barcelona,Spain,41.35,2.166667,Large,Mediterranean Sea; North Atlantic Ocean,Good,0.0
Cartagena,Spain,37.583333,-0.983333,Small,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Angra Do Heroismo,Portugal,38.65,-27.216667,Very Small,North Atlantic Ocean,Fair,0.0
Horta,Portugal,38.533333,-28.633333,Small,North Atlantic Ocean,Fair,0.0
Aveiro,Portugal,40.65,-8.65,Medium,North Atlantic Ocean,Good,0.0
Marin,Spain,42.4,-8.7,Small,North Atlantic Ocean,Good,0.0
Boston,United States,42.35,-71.05,Large,North Atlantic Ocean,Excellent,0.0
Gloucester,United States,39.9,-75.13333299999998,Small,North Atlantic Ocean,Good,0.0
Bath,United States,43.916667,-69.816667,Small,North Atlantic Ocean,Good,0.0
La Rochelle,France,46.15,-1.15,Medium,Bay of Biscay; North Atlantic Ocean,Excellent,0.0
La Pallice,France,46.166667,-1.216667,Medium,Bay of Biscay; North Atlantic Ocean,Excellent,0.0
Corpus Christi,United States,27.816667,-97.4,Medium,Gulf of Mexico; North Atlantic Ocean,Good,0.0
Orange,United States,30.083333,-93.733333,Very Small,Gulf of Mexico; North Atlantic Ocean,,0.0
Lake Charles,United States,30.216667,-93.25,Small,Gulf of Mexico; North Atlantic Ocean,,0.0
Morgan City,United States,29.7,-91.216667,Very Small,Gulf of Mexico; North Atlantic Ocean,,0.0
Loop Terminal,United States,28.883333,-90.016667,Large,Gulf of Mexico; North Atlantic Ocean,Fair,0.0
Gulfport,United States,30.35,-89.08333299999998,Small,Gulf of Mexico; North Atlantic Ocean,Excellent,0.0
Apalachicola,United States,29.716667,-84.983333,Very Small,Gulf of Mexico; North Atlantic Ocean,,0.0
Boca Grande,United States,26.7,-82.33333299999998,Very Small,Gulf of Mexico; North Atlantic Ocean,Excellent,0.0
Clayton,United States,44.233333,-76.04999999999998,Very Small,Lake Ontario; Great Lakes,Excellent,0.0
Ogdensburg,United States,44.7,-75.5,Small,Lake Ontario; Great Lakes,Excellent,0.0
Montreal,Canada,45.516667,-73.54999999999998,Large,Lake Ontario; Great Lakes,Good,0.0
Mount Desert,United States,44.366667,-68.333333,Very Small,North Atlantic Ocean,Fair,0.0
Islas Hormigas,Spain,37.65,-0.65, ,Mediterranean Sea; North Atlantic Ocean,Unknown,0.0
Las Hormigas,Spain,41.866667,3.183333, ,Mediterranean Sea; North Atlantic Ocean,Unknown,0.0
Castellammare Di Stabia,Italy,40.7,14.476,Very Small,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,Good,0.0
Licata,Italy,37.092,13.936,Small,Mediterranean Sea; North Atlantic Ocean,Poor,0.0
Marsaxlokk,Malta,35.816667,14.55,Small,Mediterranean Sea; North Atlantic Ocean,Good,0.0
Gemlik,Turkey,40.416667,29.116667,Very Small,Sea of Marmara; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Lhokseumawe,Indonesia,5.25,97.116667,Very Small,Andaman Sea; Indian Ocean,Fair,0.0
Belida Marine Terminal,Indonesia,4.133333,105.133333,Very Small,South China Sea; North Pacific Ocean,Poor,0.0
Canakkale,Turkey,40.15,26.4,Small,Sea of Marmara; Mediterranean Sea; North Atlantic Ocean,Good,0.0
Iskenderun,Turkey,36.6,36.166667,Very Small,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Hadera,Israel,32.466667,34.9,Very Small,Mediterranean Sea; North Atlantic Ocean,Unknown,0.0
Duba Bulk Plant Tanker Terminal,Saudi Arabia,27.316667,35.9,Very Small,Red Sea; Indian Ocean,Poor,0.0
Kashima Ko,Japan,35.933333,140.7,Small,North Pacific Ocean,Excellent,0.0
Mishima-Kawanoe Ko,Japan,34.0,133.55,Small,Sea of Japan; North Pacific Ocean,Fair,0.0
Norwalk,United States,41.1,-73.416667,Very Small,North Atlantic Ocean,Excellent,0.0
Cardinal,Canada,44.783333,-75.38333299999998,Very Small,Lake Ontario; Great Lakes,Excellent,0.0
Haymark Terminal,United States,30.133333,-93.316667,Very Small,Gulf of Mexico; North Atlantic Ocean,,0.0
Grand Isle,United States,29.233333,-90.0,Very Small,Gulf of Mexico; North Atlantic Ocean,,0.0
Kymassi,Greece,38.833333,23.466667,Very Small,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Malaga,Spain,36.716667,-4.416667,Medium,Mediterranean Sea; North Atlantic Ocean,Good,0.0
Gingoog,Philippines,8.833333,125.1,Very Small,Bohol Sea; Philippine inland seas; North Pacific Ocean,Poor,0.0
Antibes,France,43.583333,7.133333,Very Small,Mediterranean Sea; North Atlantic Ocean,Good,0.0
Bastia,France,42.7,9.45,Very Small,Ligurian Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Calvi,France,42.566667,8.75,Very Small,Ligurian Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Carloforte,Italy,39.147,8.317,Very Small,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Gioia Tauro,Italy,38.444,15.89,Large,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Gela,Italy,37.066667,14.25,Very Small,Mediterranean Sea; North Atlantic Ocean,Poor,0.0
Catania,Italy,37.5,15.1,Medium,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Brsica,Croatia,45.033333,14.05,Very Small,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Good,0.0
Khalifa Bin Salman,Bahrain,26.25,50.75,Medium,Persian Gulf; Indian Ocean,Fair,0.0
Lumut,Malaysia,4.233333,100.633333,Very Small,Strait of Malacca; Indian Ocean,Fair,0.0
Celukan Bawang,Indonesia,-8.183333,114.833333,Small,Bali Sea; Java Sea; South Pacific Ocean,Fair,0.0
Benoa,Indonesia,-8.75,115.216667,Very Small,Indian Ocean,Fair,0.0
Kemaman Harbor,Malaysia,4.25,103.466667,Very Small,South China Sea; North Pacific Ocean,Good,0.0
Kuala Trengganu,Malaysia,5.35,103.133333,Very Small,South China Sea; North Pacific Ocean,Good,0.0
Mikindani,Tanzania,-10.266667,40.133333,Very Small,Indian Ocean,Fair,0.0
Baraawe,Somalia,1.1,44.05,Very Small,Indian Ocean,Fair,0.0
Moroni,Comoros,-11.7,43.25,Very Small,Mozambique Channel; Indian Ocean,Poor,0.0
Bakapit,Malaysia,4.95,118.583333,Very Small,Celebes Sea; North Pacific Ocean,Fair,0.0
Chiba Ko,Japan,35.583333,140.066667,Small,North Pacific Ocean,Good,0.0
Atsumi,Japan,34.666667,137.066667,Very Small,Sea of Japan; North Pacific Ocean,Poor,0.0
Kinuura Ko,Japan,34.85,136.95,Small,Sea of Japan; North Pacific Ocean,Fair,0.0
Morlaix,France,48.583333,-3.833333,Small,English Channel; North Atlantic Ocean,Good,0.0
Gardiner,United States,44.233333,-69.766667,Very Small,North Atlantic Ocean,Good,0.0
Cundy Harbor,United States,43.783333,-69.9,Very Small,North Atlantic Ocean,Fair,0.0
Gamagori Ko,Japan,34.816667,137.216667,Small,Sea of Japan; North Pacific Ocean,Good,0.0
Matsusaka,Japan,34.6,136.566667,Small,Sea of Japan; North Pacific Ocean,Fair,0.0
Napier,New Zealand,-39.483333,176.916667,Small,South Pacific Ocean,Fair,0.0
Dumaguete,Philippines,9.316667,123.3,Very Small,Bohol Sea; Philippine inland seas; North Pacific Ocean,Good,0.0
Jordan,Philippines,10.666667,122.583333,Very Small,Philippine inland seas; North Pacific Ocean,Good,0.0
Iligan,Philippines,8.233333,124.233333,Very Small,Bohol Sea; Philippine inland seas; North Pacific Ocean,Fair,0.0
Butuan City,Philippines,8.95,125.533333,Very Small,Bohol Sea; Philippine inland seas; North Pacific Ocean,Excellent,0.0
Dagu Tanggu,China,38.966667,117.666667,Very Small,Bo Hai; Yellow Sea; North Pacific Ocean,Fair,0.0
Mudanya,Turkey,40.383333,28.883333,Very Small,Sea of Marmara; Mediterranean Sea; North Atlantic Ocean,Poor,0.0
Bandirma,Turkey,40.35,27.966667,Very Small,Sea of Marmara; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Karabiga,Turkey,40.4,27.316667,Very Small,Sea of Marmara; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Limassol,Cyprus,34.666667,33.05,Small,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Haifa,Israel,32.816667,35.0,Medium,Mediterranean Sea; North Atlantic Ocean,Good,0.0
Mersa Matruh,Egypt,31.35,27.233333,Very Small,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Marsa Sabratah,Libya,32.816667,12.5,Very Small,Mediterranean Sea; North Atlantic Ocean,,0.0
Kizomba A Terminal,Angola,-6.316667,11.05,Very Small,South Atlantic Ocean,Poor,0.0
Al Basrah,Iraq,30.516667,47.833333,Medium,Persian Gulf; Indian Ocean,Good,0.0
Khawr Al Zubair,Iraq,30.183333,47.9,Very Small,Persian Gulf; Indian Ocean,Fair,0.0
Abadan,Iran,30.333333,48.283333,Medium,Persian Gulf; Indian Ocean,Good,0.0
Khosrowabad,Iran,30.166667,48.416667,Very Small,Persian Gulf; Indian Ocean,Good,0.0
Mergui,Burma,12.433333,98.6,Small,Andaman Sea; Indian Ocean,Excellent,0.0
Kantang Harbor,Thailand,7.4,99.516667,Very Small,Andaman Sea; Indian Ocean,Good,0.0
Blanglancang,Indonesia,5.233333,97.1,Small,Andaman Sea; Indian Ocean,Fair,0.0
Bengkalis,Indonesia,1.466667,102.1,Very Small,Strait of Malacca; Indian Ocean,Good,0.0
Gulluk,Turkey,37.25,27.616667,Very Small,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Kusadasi,Turkey,37.866667,27.25,Very Small,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Poor,0.0
Marmaris,Turkey,36.85,28.283333,Very Small,Mediterranean Sea; North Atlantic Ocean,Poor,0.0
Leonardo,United States,40.433333,-74.06666699999998,Small,North Atlantic Ocean,Fair,0.0
Coteau Landing,Canada,45.25,-74.2,Very Small,Lake Ontario; Great Lakes,Excellent,0.0
Cornwall,Canada,45.016667,-74.733333,Very Small,Lake Ontario; Great Lakes,Excellent,0.0
Lower Lakes Terminal,Canada,44.733333,-75.466667,Small,Lake Ontario; Great Lakes,Excellent,0.0
Ensenada Honda,Puerto Rico,18.233333,-65.633333,Medium,Caribbean Sea; North Atlantic Ocean,Fair,0.0
Ashtart Oil Terminal,Tunisia,34.283333,11.383333,Small,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Menzel Bourguiba,Tunisia,37.15,9.8,Small,Mediterranean Sea; North Atlantic Ocean,Good,0.0
Mers El Kebir,Algeria,35.733333,-0.7,Small,Mediterranean Sea; North Atlantic Ocean,Good,0.0
El Jorf Lasfar,Morocco,33.116667,-8.616667,Small,North Atlantic Ocean,Fair,0.0
Kizomba B Terminal,Angola,-6.35,11.15,Very Small,South Atlantic Ocean,Poor,0.0
Estrela Oil Field,Angola,-6.45,12.4,Small,South Atlantic Ocean,Poor,0.0
Ibo,Mozambique,-12.333333,40.616667,Very Small,Mozambique Channel; Indian Ocean,Fair,0.0
Mahajanga,Madagascar,-15.716667,46.3,Very Small,Mozambique Channel; Indian Ocean,Fair,0.0
Beshayer Oil Terminal,Sudan,19.4,37.316667,Medium,Red Sea; Indian Ocean,Unknown,0.0
El Ismailiya,Egypt,30.583333,32.283333,Small,Suez Canal; Red Sea; Indian Ocean,Excellent,0.0
Bandar Seri Begawan,Brunei,4.883333,114.883333,Small,South China Sea; North Pacific Ocean,Good,0.0
Katsunan Ko,Japan,35.666667,139.983333,Small,North Pacific Ocean,Good,0.0
Funabashi,Japan,35.666667,139.95,Very Small,North Pacific Ocean,Fair,0.0
Mikawa,Japan,34.716667,137.3,Large,North Pacific Ocean,Good,0.0
Gisborne,New Zealand,-38.666667,178.033333,Small,South Pacific Ocean,Good,0.0
Chiwan,China,19.966667,110.033333,Very Small,Gulf of Tonkin; South China Sea; North Pacific Ocean,Fair,0.0
Hondagua,Philippines,13.95,122.233333,Very Small,Philippine inland seas; North Pacific Ocean,Fair,0.0
O0kihama,Japan,34.75,134.566667,Very Small,Sea of Japan; North Pacific Ocean,Fair,0.0
Mizushima Ko,Japan,34.5,133.75,Medium,Sea of Japan; North Pacific Ocean,Good,0.0
Hiroshima,Japan,34.35,132.466667,Medium,Sea of Japan; North Pacific Ocean,Fair,0.0
Kudamatsu,Japan,34.0,131.866667,Small,Sea of Japan; North Pacific Ocean,Good,0.0
Hikari,Japan,33.95,131.933333,Small,Sea of Japan; North Pacific Ocean,Fair,0.0
Fukui,Japan,36.066667,136.2,Very Small,Sea of Japan; North Pacific Ocean,Poor,0.0
Mega,Japan,34.783333,134.7,Very Small,Sea of Japan; North Pacific Ocean,Excellent,0.0
Hannan Ko,Japan,34.466667,135.35,Small,Sea of Japan; North Pacific Ocean,Fair,0.0
Kochi Ko,Japan,33.5,133.566667,Medium,Sea of Japan; North Pacific Ocean,Poor,0.0
Marugame Ko,Japan,34.3,133.783333,Very Small,Sea of Japan; North Pacific Ocean,Fair,0.0
Hakata,Japan,33.6,130.4,Medium,Korea Strait; North Pacific Ocean,Good,0.0
Naha Ko,Japan,26.216667,127.683333,Small,East China Sea; North Pacific Ocean,Good,0.0
Honfleur,France,49.416667,0.216667,Very Small,English Channel; North Atlantic Ocean,Good,0.0
Granville,France,48.833333,-1.6,Very Small,English Channel; North Atlantic Ocean,Fair,0.0
Les Sables D' Olonne,France,46.5,-1.8,Medium,Bay of Biscay; North Atlantic Ocean,Fair,0.0
Miliana,Greece,39.166667,23.216667,Very Small,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Good,0.0
Mahon,Spain,39.883333,4.266667,Very Small,Mediterranean Sea; North Atlantic Ocean,Poor,0.0
Cannes,France,43.55,7.016667,Small,Mediterranean Sea; North Atlantic Ocean,Good,0.0
Olbia,Italy,40.925,9.528,Small,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,Poor,0.0
Neum,Bosnia and Herzegovina,42.916667,17.6,Small,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Unknown,0.0
Kalimnos,Greece,36.95,26.983333,Very Small,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Poor,0.0
Gelibolu,Turkey,40.4,26.666667,Very Small,Sea of Marmara; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Bais,Philippines,9.6,123.116667,Very Small,Philippine inland seas; North Pacific Ocean,Good,0.0
Masao,Philippines,9.0,125.416667,Very Small,Bohol Sea; Philippine inland seas; North Pacific Ocean,Poor,0.0
Cagayan De Oro,Philippines,8.5,124.666667,Medium,Bohol Sea; Philippine inland seas; North Pacific Ocean,Good,0.0
Hirohata,Japan,34.766667,134.633333,Very Small,Sea of Japan; North Pacific Ocean,Fair,0.0
Higashi-Harima,Japan,34.7,134.833333,Medium,Sea of Japan; North Pacific Ocean,Good,0.0
Kakogawa,Japan,34.7,134.833333,Very Small,Sea of Japan; North Pacific Ocean,Fair,0.0
Fukuyama,Japan,34.433333,133.433333,Medium,Sea of Japan; North Pacific Ocean,Good,0.0
Onomichi-Itozaki,Japan,34.383333,133.166667,Large,Sea of Japan; North Pacific Ocean,Good,0.0
Kanokawa Ko,Japan,34.183333,132.433333,Very Small,Sea of Japan; North Pacific Ocean,Good,0.0
Onoda,Japan,34.0,131.183333,Small,Korea Strait; North Pacific Ocean,Good,0.0
Oita Ko,Japan,33.25,131.666667,Very Small,Korea Strait; North Pacific Ocean,Fair,0.0
Minamata Ko,Japan,32.2,130.383333,Very Small,East China Sea; North Pacific Ocean,Fair,0.0
Miike Ko,Japan,33.0,130.416667,Small,East China Sea; North Pacific Ocean,Good,0.0
Karatsu,Japan,33.483333,129.966667,Small,Korea Strait; North Pacific Ocean,Good,0.0
Hirara Ko,Japan,24.8,125.283333,Very Small,East China Sea; North Pacific Ocean,Fair,0.0
Oleum,United States,38.05,-122.266667,Very Small,North Pacific Ocean,Excellent,0.0
Mossel Bay,South Africa,-34.174722222,22.146111111,Medium,Indian Ocean,Good,130.0
Sausalito,United States,37.85,-122.483333,Very Small,North Pacific Ocean,Good,0.0
Port Colborne,Canada,42.883333,-79.25,Small,Lake Erie; Great Lakes,Excellent,0.0
Rosarito,Mexico,32.366667,-117.1,Very Small,North Pacific Ocean,Poor,0.0
Pasadena,United States,29.716667,-95.216667,Very Small,Gulf of Mexico; North Atlantic Ocean,Good,0.0
Port Manatee,United States,27.633333,-82.56666699999998,Small,Gulf of Mexico; North Atlantic Ocean,Unknown,0.0
Sacramento,United States,38.583333,-121.5,Small,North Pacific Ocean,Excellent,0.0
Tampa,United States,27.916667,-82.45,Medium,Gulf of Mexico; North Atlantic Ocean,Excellent,0.0
Port Oconnor,United States,28.45,-96.4,Very Small,Gulf of Mexico; North Atlantic Ocean,Good,0.0
Walnut Grove,United States,38.233333,-121.516667,Very Small,North Pacific Ocean,Excellent,0.0
Port Everglades,United States,26.1,-80.116667,Medium,North Atlantic Ocean,Excellent,0.0
Port Weller,Canada,43.233333,-79.216667,Small,Lake Ontario; Great Lakes,Excellent,0.0
Port Hueneme,United States,34.15,-119.2,Very Small,North Pacific Ocean,Excellent,0.0
Welland,Canada,43.0,-79.25,Small,Lake Erie; Great Lakes,Good,0.0
Savannah,United States,32.083333,-81.08333299999998,Medium,North Atlantic Ocean,Good,0.0
Sorel,Canada,46.05,-73.116667,Small,Gulf of Saint Lawrence; North Atlantic Ocean,Good,0.0
Port San Juan De La Juan,Chile,-53.633333,-70.916667,Very Small,South Pacific Ocean,Fair,0.0
Richards Bay,South Africa,-28.81,32.098333333,Medium,Indian Ocean,Fair,300.0
Kokura Ko,Japan,33.883333,130.883333,Small,Korea Strait; North Pacific Ocean,Good,0.0
Omisalj,Croatia,45.216667,14.55,Small,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Messina,Italy,38.2,15.566667,Large,Mediterranean Sea; North Atlantic Ocean,Excellent,0.0
Contrecour,Canada,45.883333,-73.2,Very Small,Gulf of Saint Lawrence; North Atlantic Ocean,Unknown,0.0
Le Legue,France,48.533333,-2.75,Very Small,English Channel; North Atlantic Ocean,Good,0.0
Al Iskandariyh (Alexandria),Egypt,31.166667,29.833333,Large,Mediterranean Sea; North Atlantic Ocean,Good,0.0
Kingston,Canada,44.233333,-76.5,Very Small,Lake Ontario; Great Lakes,Excellent,0.0
Khios,Greece,38.366667,26.133333,Very Small,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Good,0.0
Ayios Nikolaos,Greece,35.2,25.716667,Very Small,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Unknown,130.0
Limin Kos,Greece,36.9,27.283333,Very Small,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Poor,0.0
Fomboni,Comoros,-12.266667,43.75,Very Small,Mozambique Channel; Indian Ocean,Fair,0.0
Huangpuxingang,China,23.05,113.5,Small,South China Sea; North Pacific Ocean,Good,0.0
Acajutla Offshore Terminal,El Salvador,13.583333,-89.866667,Very Small,North Pacific Ocean,Fair,0.0
Beauharnois,Canada,45.316667,-73.88333299999998,Very Small,Lake Ontario; Great Lakes,Excellent,0.0
Damietta,Egypt,31.483333,31.75,Large,Mediterranean Sea; North Atlantic Ocean,Good,0.0
Moutsamoudu,Comoros,-12.15,44.4,Very Small,Indian Ocean,Fair,0.0
Dzaoudzi,Comoros,-12.783333,45.25,Very Small,Mozambique Channel; Indian Ocean,Poor,0.0
Pilos,Greece,36.9,21.666667,Very Small,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Xeros,Cyprus,35.133333,32.833333,Very Small,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
St Nazaire,France,47.283333,-2.2,Medium,Bay of Biscay; North Atlantic Ocean,Excellent,0.0
Zaliv Rasa,Croatia,45.05,14.066667,Very Small,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Port Saint Louis Du Rhone,France,43.383333,4.816667,Small,Gulf of Lion; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Pithagorion,Greece,37.683333,26.95,Very Small,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Rada De Arica,Chile,-18.466667,-70.333333,Small,South Pacific Ocean,Poor,0.0
Port D' Ajaccio,France,41.916667,8.75,Small,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
St Anicet,Canada,45.133333,-74.366667,Very Small,Lake Ontario; Great Lakes,Excellent,0.0
Port Of Le Havre,France,49.483333,0.116667,Large,English Channel; North Atlantic Ocean,Excellent,0.0
Port De Propriano,France,41.683333,8.9,Very Small,Mediterranean Sea; North Atlantic Ocean,Good,0.0
St Zotique,Canada,45.25,-74.25,Very Small,Lake Ontario; Great Lakes,Excellent,0.0
Wolfe Island,Canada,44.2,-76.433333,Very Small,Lake Ontario; Great Lakes,Excellent,0.0
South Lancaster,Canada,45.133333,-74.5,Very Small,Lake Ontario; Great Lakes,Excellent,0.0
Zeit Bay Terminal,Egypt,27.833333,33.6,Small,Gulf of Suez; Red Sea; Indian Ocean,Fair,0.0
Ras Abu Zanimah,Egypt,29.033333,33.116667,Small,Gulf of Suez; Red Sea; Indian Ocean,Fair,0.0
Hibikinada,Japan,33.933333,130.833333,Very Small,Korea Strait; North Pacific Ocean,Fair,0.0
Nagoya Ko,Japan,35.066667,136.866667,Large,Sea of Japan; North Pacific Ocean,Good,0.0
Banghazi,Libya,32.116667,20.05,Medium,Mediterranean Sea; North Atlantic Ocean,Good,0.0
Khawr Al Amaya,Iraq,29.783333,48.8,Very Small,Persian Gulf; Indian Ocean,Poor,0.0
Mina Abd Allah,Kuwait,29.016667,48.166667,Small,Persian Gulf; Indian Ocean,Fair,0.0
Augusta,Italy,37.216667,15.233333,Medium,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Bouri Oil Field,Libya,33.9,12.65,Very Small,Mediterranean Sea; North Atlantic Ocean,Poor,0.0
Kamsar,Guinea,10.633333,-14.616667,Very Small,North Atlantic Ocean,Fair,0.0
Benti,Guinea,9.166667,-13.2,Very Small,North Atlantic Ocean,Good,0.0
Mina Al Ahmadi,Kuwait,29.066667,48.166667,Medium,Persian Gulf; Indian Ocean,Fair,0.0
Jask,Iran,25.633333,57.766667,Very Small,Gulf of Oman; Indian Ocean,Unknown,0.0
Larantuka,Indonesia,-8.35,122.983333,Very Small,Savu Sea; Indian Ocean,Good,0.0
Ashqelon,Israel,31.666667,34.5,Very Small,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Mersa Tobruq,Libya,32.083333,23.983333,Small,Mediterranean Sea; North Atlantic Ocean,Good,0.0
Mina Tarabulus (Tripoli),Libya,32.9,13.183333,Medium,Mediterranean Sea; North Atlantic Ocean,Good,0.0
Khawr Al Zubair Lng Terminal,Iraq,30.133333,47.916667,Very Small,Persian Gulf; Indian Ocean,Fair,0.0
Jazireh-Ye Hormoz,Iran,27.1,56.45,Very Small,Strait of Hormuz; Indian Ocean,Fair,0.0
Jazireh-Ye Sirri,Iran,25.9,54.55,Small,Persian Gulf; Indian Ocean,Fair,0.0
Kuala Tanjung,Indonesia,3.366667,99.483333,Very Small,Strait of Malacca; Indian Ocean,Poor,0.0
Baubau,Indonesia,-5.466667,122.616667,Very Small,Banda Sea; South Pacific Ocean,Good,0.0
Mitsukojima,Japan,34.183333,132.516667,Very Small,Sea of Japan; North Pacific Ocean,Fair,0.0
Sungaipakning,Indonesia,1.35,102.166667,Small,Strait of Malacca; Indian Ocean,Fair,0.0
