port_name,country,latitude,longitude,port_size,water_body,shelter,max_vessel_size
Ringkobing,Denmark,56.083333,8.25,Very Small,North Sea; North Atlantic Ocean,Good,0.0
Tonsberg,Norway,59.262222222,10.41,Very Small,Skagerrak; North Atlantic Ocean,Good,0.0
Sunderland,United Kingdom,54.916667,-1.366667,Medium,North Sea; North Atlantic Ocean,Good,0.0
Port Conclusion,United States,56.25,-134.683333,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Port Bayside Nb,Canada,45.15,-67.133333,Very Small,Bay of Fundy; North Atlantic Ocean,Unknown,0.0
Vancouver,United States,45.633333,-122.683333,Medium,North Pacific Ocean,Excellent,0.0
Yeysk,Russia,46.733333,38.266667,Very Small,Sea of Azov; Black Sea; North Atlantic Ocean,Good,0.0
Porto De Maceio,Brazil,-9.666667,-35.733333,Small,South Atlantic Ocean,Fair,339.0
Tornio,Finland,65.766667,24.166667,Small,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Fair,169.0
Rauma,Finland,61.125,21.446111111,Medium,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Good,229.0
Port Hobron,United States,57.166667,-153.166667,Very Small,North Pacific Ocean,Good,0.0
Puerto Quemchi,Chile,-42.15,-73.483333,Very Small,South Pacific Ocean,Excellent,0.0
Scituate,United States,42.2,-70.716667,Very Small,North Atlantic Ocean,Good,0.0
Quequen,Argentina,-38.583333,-58.7,Very Small,South Atlantic Ocean,Poor,0.0
Port Royal,United States,32.366667,-80.683333,Very Small,North Atlantic Ocean,Good,0.0
Unga,United States,55.183333,-160.5,Very Small,North Pacific Ocean,Poor,0.0
Oulu,Finland,65.016667,25.4,Large,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Fair,241.7
Ramsgate,United Kingdom,51.333333,1.416667,Small,English Channel; North Atlantic Ocean,Good,0.0
Port Severn,Canada,44.8,-79.716667,Very Small,Lake Huron; Great Lakes,Excellent,0.0
Port Clements,Canada,53.683333,-132.183333,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Fair,0.0
Oshawa,Canada,43.866667,-78.81666699999998,Small,Lake Ontario; Great Lakes,Excellent,0.0
Vadso,Norway,70.072222222,29.741388889,Small,Barents Sea; Arctic Ocean,Fair,70.0
Portsmouth Harbour,United Kingdom,50.8,-1.1,Medium,English Channel; North Atlantic Ocean,Excellent,0.0
Porpoise Harbor,Canada,54.216667,-130.283333,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Pelee I North Wharf,Canada,41.816667,-82.666667,Very Small,Lake Erie; Great Lakes,Fair,0.0
Pilot Point,United States,57.566667,-157.6,Very Small,Bristol Bay; Bering Sea; North Pacific Ocean,Fair,0.0
Uig,United Kingdom,57.583333,-6.35,Very Small,North Atlantic Ocean,Good,0.0
Sarnia,Canada,42.983333,-82.416667,Small,Lake Saint Clair; Great Lakes,Excellent,0.0
Stornoway Harbor,United Kingdom,58.183333,-6.366667,Very Small,North Atlantic Ocean,Fair,0.0
Port Hope,Canada,43.933333,-78.283333,Small,Lake Ontario; Great Lakes,Excellent,0.0
Riviere Du Loup,Canada,47.833333,-69.516667,Small,Gulf of Saint Lawrence; North Atlantic Ocean,Fair,0.0
Port Alexander,United States,56.25,-134.65,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Workington,United Kingdom,54.566667,-3.633333,Very Small,Irish Sea; North Atlantic Ocean,Excellent,0.0
Portmahomack Harbor,United Kingdom,57.833333,-3.833333,Small,North Sea; North Atlantic Ocean,Good,0.0
Soraker,Sweden,62.5,17.5,Very Small,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Good,0.0
Steveston,Canada,49.133333,-123.183333,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Fair,0.0
Port Talbot,United Kingdom,51.583333,-3.816667,Small,Bristol Channel; North Atlantic Ocean,Good,0.0
Reine,Norway,67.938611111,13.101666667,Very Small,Norwegian Sea; North Atlantic Ocean,Fair,0.0
Tutoia,Brazil,-2.783333,-42.283333,Very Small,South Atlantic Ocean,Excellent,0.0
Port Chilkoot,United States,59.233333,-135.433333,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Salacgriva,Latvia,57.7,24.366667,Very Small,Gulf of Riga; Baltic Sea; North Atlantic Ocean,Fair,115.0
Zonguldak,Turkey,41.466667,31.816667,Very Small,Black Sea; North Atlantic Ocean,Good,0.0
Scalloway,United Kingdom,60.133333,-1.283333,Very Small,North Atlantic Ocean,Good,90.0
Savoonga,United States,63.683333,-170.4,Very Small,Bering Sea; North Pacific Ocean,Poor,0.0
Rockport,United States,45.2,-83.38333299999998,Very Small,Lake Huron; Great Lakes,Poor,0.0
Paamuit (Frederikshab),Greenland,62.0,-49.666667,Small,Labrador Sea; North Atlantic Ocean,Fair,110.0
Waubaushene,Canada,44.766667,-79.716667,Very Small,Lake Huron; Great Lakes,Excellent,0.0
Port Armstrong,United States,56.3,-134.666667,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Rose Inlet,United States,54.95,-132.966667,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Wilhelmshaven,Germany,53.533333,8.166667,Small,North Sea; North Atlantic Ocean,Good,0.0
Tranneset,Norway,60.416667,5.016667,Small,North Sea; North Atlantic Ocean,Good,0.0
Port Heiden,United States,56.883333,-158.7,Very Small,Bristol Bay; Bering Sea; North Pacific Ocean,Fair,0.0
Stockholm,Sweden,59.333333,18.05,Large,Baltic Sea; North Atlantic Ocean,Good,333.3
Port Ashton,United States,60.066667,-148.05,Very Small,Gulf of Alaska; North Pacific Ocean,Good,0.0
Port Aux Basques,Canada,47.566667,-59.133333,Small,North Atlantic Ocean,Fair,119.0
Tulcea,Romania,45.166667,28.816667,Very Small,Black Sea; North Atlantic Ocean,Fair,0.0
Skoot Cove,United States,52.716667,174.066667,Very Small,North Pacific Ocean,Fair,0.0
Whitehall,United Kingdom,59.133333,-2.6,Very Small,North Sea; North Atlantic Ocean,Poor,0.0
Sault Ste Marie,Canada,46.516667,-84.34999999999998,Small,Lake Superior; Great Lakes,Excellent,0.0
Todd,United States,57.466667,-135.05,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Fair,0.0
Sonora,Canada,45.066667,-61.916667,Very Small,North Atlantic Ocean,Excellent,0.0
Rostov-Na-Donu,Russia,47.166667,39.716667,Small,Sea of Azov; Black Sea; North Atlantic Ocean,Good,0.0
Quebec Harbour,Canada,47.7,-85.79999999999998,Very Small,Lake Superior; Great Lakes,Excellent,0.0
Vaudreuil,Canada,45.4,-74.033333,Very Small,Lake Ontario; Great Lakes,Excellent,0.0
Washington,United States,35.55,-77.04999999999998,Very Small,North Atlantic Ocean,Good,0.0
Ugashik,United States,57.533333,-157.416667,Very Small,Bristol Bay; Bering Sea; North Pacific Ocean,Fair,0.0
Shippegan,Canada,47.75,-64.7,Very Small,Gulf of Saint Lawrence; North Atlantic Ocean,Good,0.0
Yakutat,United States,59.55,-139.733333,Very Small,Gulf of Alaska; North Pacific Ocean,Good,0.0
St Catherine,Canada,43.183333,-79.283333,Very Small,Lake Ontario; Great Lakes,Good,0.0
Ulvik,Norway,68.560833333,16.233888889,Very Small,Norwegian Sea; North Atlantic Ocean,Fair,0.0
Sudak,Ukraine,44.85,34.983333,Very Small,Black Sea; North Atlantic Ocean,Fair,0.0
Port Lavaca,United States,28.616667,-96.616667,Very Small,Gulf of Mexico; North Atlantic Ocean,Good,0.0
Rorvik,Norway,64.864722222,11.251944444,Very Small,Norwegian Sea; North Atlantic Ocean,Good,0.0
Shoreham Harbour,United Kingdom,50.816667,-0.25,Very Small,English Channel; North Atlantic Ocean,Good,0.0
The Dalles,United States,45.6,-121.183333,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Excellent,0.0
Trenton,United States,42.133333,-83.166667,Very Small,Lake Erie; Great Lakes,Excellent,0.0
Parry Sound,Canada,45.333333,-80.033333,Small,Lake Huron; Great Lakes,Excellent,0.0
Rathmullan,Ireland,55.1,-7.533333,Very Small,North Atlantic Ocean,Excellent,0.0
Taganrog,Russia,47.2,38.95,Very Small,Sea of Azov; Black Sea; North Atlantic Ocean,Fair,0.0
Sandarne,Sweden,61.266667,17.183333,Small,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Good,0.0
Stenungsund,Sweden,58.079722222,11.8,Very Small,Kattegat; North Atlantic Ocean,Fair,240.0
Rosyth,United Kingdom,56.016667,-3.433333,Small,North Sea; North Atlantic Ocean,Excellent,0.0
Stewart,Canada,55.933333,-130.0,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Poor,0.0
St Margarets Hope,United Kingdom,58.833333,-2.95,Very Small,North Sea; North Atlantic Ocean,Good,0.0
Seward,United States,60.1,-149.433333,Small,Gulf of Alaska; North Pacific Ocean,Poor,0.0
Port Dover,Canada,42.783333,-80.2,Very Small,Lake Erie; Great Lakes,Excellent,0.0
Washington Bay,United States,56.733333,-134.35,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Raymond,United States,46.683333,-123.733333,Small,North Pacific Ocean,Excellent,0.0
Port Maitland,Canada,42.85,-79.58333299999998,Small,Lake Erie; Great Lakes,Excellent,0.0
Unalaska,United States,53.866667,-166.533333,Very Small,Bering Sea; North Pacific Ocean,Poor,0.0
Wismar,Germany,53.9,11.466667,Small,Baltic Sea; North Atlantic Ocean,Good,294.0
Sjovegan,Norway,68.873611111,17.828611111,Very Small,Norwegian Sea; North Atlantic Ocean,Poor,0.0
Trenton,Canada,44.1,-77.56666699999998,Small,Lake Ontario; Great Lakes,Excellent,0.0
Presque Isle,United States,46.566667,-87.38333299999998,Very Small,Lake Superior; Great Lakes,Fair,0.0
Plymouth,United States,41.95,-70.666667,Very Small,North Atlantic Ocean,Fair,0.0
Puerto Ordaz,Venezuela,8.35,-62.716667,Small,Caribbean Sea; North Atlantic Ocean,Fair,294.5
Thorold,Canada,43.083333,-79.716667,Small,Lake Ontario; Great Lakes,Good,0.0
Orstav,Norway,62.196111111,6.114444444,Small,Norwegian Sea; North Atlantic Ocean,Fair,0.0
Torquay Harbour,United Kingdom,50.466667,-3.533333,Very Small,English Channel; North Atlantic Ocean,Good,0.0
Picton,Canada,44.016667,-77.13333299999998,Very Small,Lake Ontario; Great Lakes,Excellent,0.0
Wrangell,United States,56.466667,-132.383333,Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Ystad,Sweden,55.418333333,13.818055556,Small,Baltic Sea; North Atlantic Ocean,Good,106.9
Skrova Havn,Norway,68.165833333,14.664166667,Very Small,Norwegian Sea; North Atlantic Ocean,Good,0.0
Papenburg,Germany,53.1,7.383333,Small,North Sea; North Atlantic Ocean,Good,0.0
Yevpatoriya,Ukraine,45.2,33.383333,Very Small,Black Sea; North Atlantic Ocean,Fair,0.0
Umea Hamn,Sweden,63.7,20.35,Small,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Good,215.0
Puerto Montt,Chile,-41.483333,-72.966667,Small,South Pacific Ocean,Fair,0.0
Sevilla,Spain,37.366667,-6.0,Medium,North Atlantic Ocean,Good,0.0
Veitsiluoto,Finland,65.7,24.616667,Small,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Good,0.0
Queenston,Canada,43.166667,-79.06666699999998,Very Small,Lake Erie; Great Lakes,Excellent,0.0
Rio Grande,Argentina,-53.783333,-67.683333,Very Small,South Atlantic Ocean,Good,0.0
Walpole Island,Canada,42.616667,-82.516667,Very Small,Lake Saint Clair; Great Lakes,Excellent,0.0
Waldport,United States,44.433333,-124.066667,Very Small,North Pacific Ocean,Good,0.0
Sandnessjoen,Norway,66.026388889,12.629444444,Very Small,Norwegian Sea; North Atlantic Ocean,Fair,0.0
Stephenville,Canada,48.533333,-58.533333,Very Small,Gulf of Saint Lawrence; North Atlantic Ocean,Fair,0.0
Winchester Bay,United States,43.683333,-124.183333,Very Small,North Pacific Ocean,Excellent,0.0
Vlaardingen,Netherlands,51.9,4.35,Very Small,North Sea; North Atlantic Ocean,Good,0.0
Wainwright,United States,70.65,-160.0,Very Small,Arctic Ocean,Poor,0.0
Raahe,Finland,64.683333,24.416667,Small,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Good,200.0
Stora Jatterson,Sweden,57.1,16.566667,Very Small,Baltic Sea; North Atlantic Ocean,Fair,0.0
Prince Rupert,Canada,54.316667,-130.333333,Medium,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Schiedam,Netherlands,51.9,4.4,Very Small,North Sea; North Atlantic Ocean,Good,0.0
Summerside,Canada,46.4,-63.783333,Small,Gulf of Saint Lawrence; North Atlantic Ocean,Good,0.0
Stubbekobing,Denmark,54.883333,12.05,Small,Baltic Sea; North Atlantic Ocean,Good,0.0
Tonawanda,United States,43.033333,-78.88333299999998,Small,Lake Erie; Great Lakes,Excellent,0.0
Ordu,Turkey,41.0,37.883333,Very Small,Black Sea; North Atlantic Ocean,Poor,0.0
Shepard Point,United States,60.633333,-145.666667,Very Small,Gulf of Alaska; North Pacific Ocean,Good,0.0
Rimouski,Canada,48.45,-68.516667,Small,Gulf of Saint Lawrence; North Atlantic Ocean,Good,0.0
Peterhead,United Kingdom,57.5,-1.783333,Medium,North Sea; North Atlantic Ocean,Good,0.0
Trap Point,United States,57.0,-154.15,Very Small,North Pacific Ocean,Good,0.0
Pauillac,France,45.2,-0.75,Small,Bay of Biscay; North Atlantic Ocean,Excellent,0.0
Salsbruket,Norway,64.797777778,11.860277778,Small,Norwegian Sea; North Atlantic Ocean,Good,0.0
Rodby Havn,Denmark,54.65,11.35,Very Small,Baltic Sea; North Atlantic Ocean,Fair,0.0
Porto Alegre,Brazil,-30.033333,-51.233333,Medium,South Atlantic Ocean,Excellent,235.0
Plockton,United Kingdom,57.333333,-5.65,Very Small,North Atlantic Ocean,Fair,0.0
Windsor,Canada,42.316667,-83.033333,Medium,Lake Erie; Great Lakes,Excellent,0.0
Sinop,Turkey,42.05,35.166667,Very Small,Black Sea; North Atlantic Ocean,Good,0.0
Vaasa,Finland,63.1,21.583333,Medium,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Good,200.0
Swinoujscie,Poland,53.916667,14.266667,Small,Baltic Sea; North Atlantic Ocean,Good,315.6
Thornbury,Canada,44.566667,-80.45,Very Small,Lake Huron; Great Lakes,Good,0.0
Sassnitz,Germany,54.516667,13.65,Very Small,Baltic Sea; North Atlantic Ocean,Good,229.0
Trondheim,Norway,63.448333333,10.401666667,Medium,Norwegian Sea; North Atlantic Ocean,Excellent,193.9
Torehamn,Sweden,65.9,22.65,Very Small,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Good,0.0
Puerto Santa Cruz,Argentina,-50.016667,-68.516667,Very Small,South Atlantic Ocean,Good,0.0
Queen Charlotte,Canada,53.25,-132.083333,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Storugns,Sweden,57.833333,18.8,Very Small,Baltic Sea; North Atlantic Ocean,Poor,160.0
Orth,Germany,54.45,11.05,Very Small,Baltic Sea; North Atlantic Ocean,Poor,0.0
Padloping Island,Canada,67.033333,-62.733333,Very Small,Baffin Bay; Arctic Ocean,Fair,0.0
Vestmannaeyjar,Iceland,63.433333,-20.283333,Small,North Atlantic Ocean,Excellent,160.0
Tilbury,United Kingdom,51.466667,0.333333,Small,North Sea; North Atlantic Ocean,Good,0.0
Port Obrien,United States,57.733333,-153.316667,Very Small,Gulf of Alaska; North Pacific Ocean,Good,0.0
Penetanguishene,Canada,44.766667,-79.933333,Very Small,Lake Huron; Great Lakes,Excellent,0.0
Winslow,United States,47.616667,-122.516667,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Excellent,0.0
Thamesport,United Kingdom,51.433333,0.7,Small,North Sea; North Atlantic Ocean,Good,0.0
Port San Juan,Canada,48.55,-124.433333,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Port Wing,United States,46.783333,-91.383333,Very Small,Lake Superior; Great Lakes,Good,0.0
Sandhamn,Sweden,59.283333,18.916667,Very Small,Baltic Sea; North Atlantic Ocean,Good,0.0
Pelican,United States,57.966667,-136.233333,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Sao Francisco,Brazil,-26.25,-48.633333,Small,South Atlantic Ocean,Poor,0.0
Sunndalsora,Norway,62.683333,8.55,Very Small,Norwegian Sea; North Atlantic Ocean,Good,200.0
Roche  Harbor,United States,48.616667,-123.166667,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Excellent,0.0
Sidney,Canada,48.65,-123.383333,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Fair,0.0
Westhaven Cove,United States,46.916667,-124.116667,Very Small,North Pacific Ocean,Excellent,0.0
Racine,United States,42.733333,-87.783333,Small,Lake Michigan; Great Lakes,Good,0.0
Svendborg,Denmark,55.066667,10.616667,Small,Baltic Sea; North Atlantic Ocean,Excellent,0.0
South Ness,United Kingdom,58.8,-3.2,Very Small,North Sea; North Atlantic Ocean,Fair,0.0
Yalta,Ukraine,44.483333,34.166667,Very Small,Black Sea; North Atlantic Ocean,Fair,0.0
Slagenstangen,Norway,59.327777778,10.519444444,Very Small,Skagerrak; North Atlantic Ocean,Fair,350.0
Stavanger,Norway,58.966667,5.75,Medium,North Sea; North Atlantic Ocean,Excellent,0.0
Washburn,United States,46.666667,-90.883333,Very Small,Lake Superior; Great Lakes,Fair,0.0
Sandnes,Norway,58.873333333,5.752777778,Very Small,North Sea; North Atlantic Ocean,Good,198.0
Port Cartier,Canada,50.033333,-66.783333,Very Small,Gulf of Saint Lawrence; North Atlantic Ocean,Poor,0.0
Oxelosund,Sweden,58.666667,17.116667,Small,Baltic Sea; North Atlantic Ocean,Good,265.0
Port Hawkesbury,Canada,45.616667,-61.366667,Very Small,North Atlantic Ocean,Good,0.0
Ullapool,United Kingdom,57.9,-5.15,Very Small,North Atlantic Ocean,Poor,0.0
Sandusky,United States,41.45,-82.716667,Small,Lake Erie; Great Lakes,Excellent,0.0
Scarborough,United Kingdom,54.283333,-0.4,Very Small,North Sea; North Atlantic Ocean,Good,0.0
Tarbert,United Kingdom,57.9,-6.816667,Very Small,North Atlantic Ocean,Fair,0.0
St George's,Canada,48.45,-58.45,Small,Gulf of Saint Lawrence; North Atlantic Ocean,Good,0.0
Portree Harbor,United Kingdom,57.416667,-6.2,Very Small,North Atlantic Ocean,Fair,0.0
Paysandu,Uruguay,-32.316667,-58.066667,Small,Rio de la Plata; South Atlantic Ocean,Good,0.0
Rogers City,United States,45.45,-83.81666699999998,Very Small,Lake Huron; Great Lakes,Poor,0.0
Port Whitby,Canada,43.85,-78.933333,Small,Lake Ontario; Great Lakes,Excellent,0.0
Silloth,United Kingdom,54.866667,-3.4,Small,Irish Sea; North Atlantic Ocean,Good,0.0
Risor,Norway,58.721944444,9.245277778,Very Small,Skagerrak; North Atlantic Ocean,Good,0.0
Sitka,United States,57.05,-135.333333,Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Tahsis,Canada,49.916667,-126.666667,Very Small,North Pacific Ocean,Excellent,213.0
Port Ellen,United Kingdom,55.633333,-6.2,Very Small,North Atlantic Ocean,Poor,0.0
Saint Peter Port,Guernsey,49.45,-2.533333,Small,English Channel; North Atlantic Ocean,Fair,0.0
Richmond,United States,37.533333,-77.416667,Very Small,North Atlantic Ocean,Excellent,0.0
Port Huron,United States,43.0,-82.433333,Very Small,Lake Saint Clair; Great Lakes,Excellent,0.0
Seattle,United States,47.6,-122.333333,Large,Alaska-Canada coastal waters; North Pacific Ocean,Excellent,0.0
Valentia,Ireland,51.933333,-10.3,Very Small,North Atlantic Ocean,Fair,0.0
Portland Harbour,United Kingdom,50.583333,-2.433333,Medium,English Channel; North Atlantic Ocean,Fair,0.0
Tawas City,United States,44.266667,-83.5,Very Small,Lake Huron; Great Lakes,Poor,0.0
Ust-Dunaisk,Ukraine,45.466667,29.7,Very Small,Black Sea; North Atlantic Ocean,Poor,0.0
Seldovia,United States,59.433333,-151.733333,Very Small,Cook Inlet; Gulf of Alaska; North Pacific Ocean,Excellent,0.0
Quincy,United States,42.25,-70.966667,Small,North Atlantic Ocean,Excellent,0.0
Sodertalje,Sweden,59.183333,17.65,Small,Baltic Sea; North Atlantic Ocean,Good,200.0
Tiffin,Canada,44.75,-79.84999999999998,Very Small,Lake Huron; Great Lakes,Excellent,0.0
Uusikaupunki,Finland,60.8,21.4,Small,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Good,225.9
Solvesborg,Sweden,56.045555556,14.586388889,Small,Baltic Sea; North Atlantic Ocean,Excellent,0.0
Torshavn,Faroe Islands,62.0,-6.75,Very Small,Norwegian Sea; North Atlantic Ocean,Poor,0.0
Provincetown,United States,42.05,-70.183333,Very Small,North Atlantic Ocean,Excellent,0.0
Sandvik,Sweden,65.733333,23.766667,Very Small,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Fair,0.0
Saugatuck,United States,42.666667,-86.2,Very Small,Lake Michigan; Great Lakes,Good,0.0
Vestmanna,Faroe Islands,62.15,-7.166667,Very Small,North Atlantic Ocean,Excellent,0.0
Ulvvik,Sweden,62.666667,17.866667,Very Small,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Good,0.0
San Sebastian Bay,Argentina,-53.166667,-68.5,Small,South Atlantic Ocean,Fair,0.0
Yarimca,Turkey,40.8,29.7,Small,Sea of Marmara; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Scapa Bay,United Kingdom,58.95,-2.983333,Small,North Sea; North Atlantic Ocean,Good,0.0
Wisbech,United Kingdom,52.666667,0.15,Small,North Sea; North Atlantic Ocean,Good,0.0
Sandefjorden,Norway,59.100555556,10.233055556,Small,Skagerrak; North Atlantic Ocean,Good,0.0
Valloy,Norway,59.258055556,10.49,Very Small,Skagerrak; North Atlantic Ocean,Good,0.0
Palacios,United States,28.683333,-96.216667,Very Small,Gulf of Mexico; North Atlantic Ocean,Good,0.0
Two Harbors,United States,47.016667,-91.65,Small,Lake Superior; Great Lakes,Good,0.0
Willapa Harbor,United States,46.683333,-123.75,Very Small,North Pacific Ocean,Excellent,0.0
Ronneby,Sweden,56.172777778,15.301388889,Small,Baltic Sea; North Atlantic Ocean,Good,0.0
Vyborg,Russia,60.716667,28.75,Medium,Gulf of Finland; Baltic Sea; North Atlantic Ocean,Good,150.0
